,Model,Label,location,energyscore,it
40,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.40675384430126,6
41,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.23691005828215,6
42,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.88769075004139,7
43,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.45035794619285,7
44,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.24543258636659,7
45,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.34762146078178,7
46,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.55172030380824,7
47,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.25878011748341,7
48,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.90002517582668,8
49,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.38005062390744,8
50,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.26487532774206,8
51,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.41181049344578,8
52,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.55894262580226,8
53,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.18350196698422,8
54,MOBS_NEU-GLEAM_FLU,Scenario A,US,76.05239911908139,9
55,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.49548161511302,9
56,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.3297393268932,9
57,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.37525101615766,9
58,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.59396926032258,9
59,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.10669064466076,9
60,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.9145995704908,10
61,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.45048116156913,10
62,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.40653083533245,10
63,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.33540357719897,10
64,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.59487890349406,10
65,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.27273242704219,10
66,MOBS_NEU-GLEAM_FLU,Scenario A,US,76.02583782147589,11
67,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.41384603720537,11
68,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.27548050230375,11
69,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.3630137212067,11
70,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.50788874133805,11
71,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.2985636414272,11
72,MOBS_NEU-GLEAM_FLU,Scenario A,US,76.01755069175223,12
73,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.42990241590286,12
74,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.31398722176161,12
75,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.34521590595428,12
76,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.60795017927947,12
77,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.20761303813521,12
78,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.89872541714891,13
79,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.41459853770756,13
80,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.29186942016662,13
81,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.33134770741698,13
82,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.52744830354406,13
83,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.29017495236064,13
84,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.91708974483389,14
85,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.43548638172098,14
86,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.28237018992449,14
87,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.37907732004071,14
88,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.51507619528715,14
89,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.20604581939315,14
90,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.92354636644455,15
91,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.43400276855661,15
92,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.36893287048103,15
93,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.41658409515298,15
94,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.51411979802235,15
95,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.18008024546677,15
96,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.97889090450978,16
97,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.44823429957788,16
98,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.2618734126749,16
99,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.53959571648018,16
100,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.50223143553656,16
101,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.09411789982371,16
102,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.8197513130685,17
103,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.48296873721726,17
104,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.29877317192671,17
105,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.34157788868077,17
106,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.45687480967396,17
107,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.32546808257634,17
108,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.98207262789927,18
109,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.44146374418527,18
110,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.33822338346775,18
111,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.47057033875873,18
112,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.52603778018054,18
113,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.14676926426854,18
114,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.88191149256369,19
115,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.47582699247054,19
116,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.28648523032982,19
117,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.39912499295811,19
118,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.51850579255084,19
119,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.16951826937978,19
120,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.93677695534308,20
121,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.40602733617854,20
122,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.36762539313091,20
123,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.27295538414018,20
124,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.56285103607226,20
125,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.1569275208177,20
126,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.89417140549341,21
127,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.51208716026868,21
128,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.33405138867263,21
129,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.3147607822006,21
130,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.53445398532449,21
131,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.10954880831974,21
132,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.98386521562286,22
133,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.4641544088617,22
134,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.37649244255422,22
135,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.38655066049591,22
136,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.5842958023773,22
137,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.26743722988093,22
138,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.94418082831095,23
139,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.5175694507622,23
140,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.22466125692212,23
141,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.32922913892587,23
142,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.61921982260876,23
143,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.16422732054215,23
144,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.93014997457713,24
145,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.44979326966168,24
146,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.32006505328329,24
147,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.29974359352985,24
148,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.55541805662021,24
149,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.1671021850209,24
150,MOBS_NEU-GLEAM_FLU,Scenario A,US,76.01343313603611,25
151,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.39856954560604,25
152,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.3408296235573,25
153,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.38454940094661,25
154,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.4613254110159,25
155,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.25013710206282,25
156,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.97210759901081,26
157,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.46325361554092,26
158,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.32550098422318,26
159,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.40976400762482,26
160,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.53538488626683,26
161,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.16335700511469,26
162,MOBS_NEU-GLEAM_FLU,Scenario A,US,76.00767170592404,27
163,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.37746186088351,27
164,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.24386335195972,27
165,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.3004899198888,27
166,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.62018670406175,27
167,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.26923700529211,27
168,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.92542083287053,28
169,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.5046831993729,28
170,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.34684389790246,28
171,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.43861965185008,28
172,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.657191710643,28
173,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.1186052126828,28
174,MOBS_NEU-GLEAM_FLU,Scenario A,US,76.06869820268952,29
175,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.44598283138025,29
176,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.35899459705081,29
177,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.32484490004401,29
178,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.438093533759,29
179,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.15198549589205,29
180,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.92605975282088,30
181,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.54408501564556,30
182,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.28993917155886,30
183,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.40234515128479,30
184,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.53784162863583,30
185,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.19162637785159,30
186,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.95522542827504,31
187,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.4737020637586,31
188,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.2550742423108,31
